"Date","Price","Open","High","Low","Change %"
"12/05/2002","6.370","6.370","6.370","6.370","0.05%"
"12/04/2002","6.367","6.367","6.367","6.367","-0.33%"
"12/03/2002","6.388","6.388","6.388","6.388","-0.37%"
"12/02/2002","6.412","6.412","6.412","6.412","-0.20%"
"11/30/2002","6.425","6.425","6.425","6.425","-0.45%"
"11/29/2002","6.454","6.454","6.454","6.454","1.33%"
"11/28/2002","6.369","6.369","6.369","6.369","-0.05%"
"11/27/2002","6.372","6.372","6.372","6.372","-0.58%"
"11/26/2002","6.409","6.409","6.409","6.409","-0.23%"
"11/25/2002","6.424","6.424","6.424","6.424","0.31%"
"11/23/2002","6.404","6.404","6.404","6.404","-0.57%"
"11/22/2002","6.441","6.441","6.441","6.441","-1.38%"
"11/21/2002","6.531","6.531","6.531","6.531","-0.85%"
"11/20/2002","6.587","6.587","6.587","6.587","-0.15%"
"11/18/2002","6.597","6.597","6.597","6.597","-0.32%"
"11/16/2002","6.618","6.618","6.618","6.618","-0.08%"
"11/15/2002","6.623","6.623","6.623","6.623","-0.87%"
"11/14/2002","6.681","6.681","6.681","6.681","-1.21%"
"11/13/2002","6.763","6.763","6.763","6.763","-0.46%"
"11/12/2002","6.794","6.794","6.794","6.794","-0.13%"
"11/11/2002","6.803","6.803","6.803","6.803","-0.42%"
"11/09/2002","6.832","6.832","6.832","6.832","0.03%"
"11/08/2002","6.830","6.830","6.830","6.830","0.25%"
"11/07/2002","6.813","6.813","6.813","6.813","-0.73%"
"11/06/2002","6.863","6.863","6.863","6.863","0.00%"
"11/05/2002","6.863","6.863","6.863","6.863","-0.10%"
"11/02/2002","6.870","6.870","6.870","6.870","-0.72%"
"11/01/2002","6.920","6.920","6.920","6.920","-0.07%"
"10/31/2002","6.925","6.925","6.925","6.925","-0.10%"
"10/30/2002","6.932","6.932","6.932","6.932","-0.66%"
"10/29/2002","6.978","6.978","6.978","6.978","-1.11%"
"10/28/2002","7.056","7.056","7.056","7.056","0.03%"
"10/26/2002","7.054","7.054","7.054","7.054","-0.07%"
"10/25/2002","7.059","7.059","7.059","7.059","0.11%"
"10/24/2002","7.051","7.051","7.051","7.051","0.03%"
"10/23/2002","7.049","7.049","7.049","7.049","0.00%"
"10/22/2002","7.049","7.049","7.049","7.049","0.14%"
"10/21/2002","7.039","7.039","7.039","7.039","0.07%"
"10/19/2002","7.034","7.034","7.034","7.034","-0.01%"
"10/18/2002","7.035","7.035","7.035","7.035","-0.51%"
"10/17/2002","7.071","7.071","7.071","7.071","-0.20%"
"10/16/2002","7.085","7.085","7.085","7.085","0.03%"
"10/14/2002","7.083","7.083","7.083","7.083","0.07%"
"10/12/2002","7.078","7.078","7.078","7.078","-0.13%"
"10/11/2002","7.087","7.087","7.087","7.087","0.00%"
"10/10/2002","7.087","7.087","7.087","7.087","-0.10%"
"10/09/2002","7.094","7.094","7.094","7.094","0.06%"
"10/08/2002","7.090","7.090","7.090","7.090","-0.24%"
"10/07/2002","7.107","7.107","7.107","7.107","-0.28%"
"10/05/2002","7.127","7.127","7.127","7.127","0.03%"
"10/04/2002","7.125","7.125","7.125","7.125","-0.14%"
"10/03/2002","7.135","7.135","7.135","7.135","-0.11%"
"10/01/2002","7.143","7.143","7.143","7.143","-0.35%"
"09/30/2002","7.168","7.168","7.168","7.168","0.00%"
"09/28/2002","7.168","7.168","7.168","7.168","0.04%"
"09/27/2002","7.165","7.165","7.165","7.165","-0.21%"
"09/26/2002","7.180","7.180","7.180","7.180","-0.10%"
"09/25/2002","7.187","7.187","7.187","7.187","0.14%"
"09/24/2002","7.177","7.177","7.177","7.177","0.08%"
"09/23/2002","7.171","7.171","7.171","7.171","0.04%"
"09/21/2002","7.168","7.168","7.168","7.168","-0.10%"
"09/20/2002","7.175","7.175","7.175","7.175","0.15%"
"09/19/2002","7.164","7.164","7.164","7.164","0.00%"
"09/18/2002","7.164","7.164","7.164","7.164","-0.04%"
"09/17/2002","7.167","7.167","7.167","7.167","-0.33%"
"09/16/2002","7.191","7.191","7.191","7.191","0.22%"
"09/14/2002","7.175","7.175","7.175","7.175","0.11%"
"09/13/2002","7.167","7.167","7.167","7.167","0.06%"
"09/12/2002","7.163","7.163","7.163","7.163","-0.10%"
"09/11/2002","7.170","7.170","7.170","7.170","-0.18%"
"09/09/2002","7.183","7.183","7.183","7.183","0.08%"
"09/07/2002","7.177","7.177","7.177","7.177","0.00%"
"09/06/2002","7.177","7.177","7.177","7.177","0.66%"
"09/05/2002","7.130","7.130","7.130","7.130","-0.14%"
"09/04/2002","7.140","7.140","7.140","7.140","-0.29%"
"09/03/2002","7.161","7.161","7.161","7.161","-0.17%"
"09/02/2002","7.173","7.173","7.173","7.173","0.17%"
"08/31/2002","7.161","7.161","7.161","7.161","0.03%"
"08/30/2002","7.159","7.159","7.159","7.159","0.11%"
"08/29/2002","7.151","7.151","7.151","7.151","-0.29%"
"08/28/2002","7.172","7.172","7.172","7.172","-0.03%"
"08/27/2002","7.174","7.174","7.174","7.174","-0.03%"
"08/26/2002","7.176","7.176","7.176","7.176","0.00%"
"08/24/2002","7.176","7.176","7.176","7.176","-0.06%"
"08/23/2002","7.180","7.180","7.180","7.180","0.04%"
"08/22/2002","7.177","7.177","7.177","7.177","-0.01%"
"08/21/2002","7.178","7.178","7.178","7.178","0.14%"
"08/20/2002","7.168","7.168","7.168","7.168","-0.11%"
"08/19/2002","7.176","7.176","7.176","7.176","-0.22%"
"08/17/2002","7.192","7.192","7.192","7.192","-0.14%"
"08/16/2002","7.202","7.202","7.202","7.202","-0.18%"
"08/14/2002","7.215","7.215","7.215","7.215","0.22%"
"08/13/2002","7.199","7.199","7.199","7.199","0.06%"
"08/12/2002","7.195","7.195","7.195","7.195","-0.36%"
"08/10/2002","7.221","7.221","7.221","7.221","-0.10%"
"08/09/2002","7.228","7.228","7.228","7.228","0.61%"
"08/08/2002","7.184","7.184","7.184","7.184","0.24%"
"08/07/2002","7.167","7.167","7.167","7.167","-0.47%"
"08/06/2002","7.201","7.201","7.201","7.201","0.08%"
"08/05/2002","7.195","7.195","7.195","7.195","-0.40%"
"08/03/2002","7.224","7.224","7.224","7.224","-0.55%"
"08/02/2002","7.264","7.264","7.264","7.264","-0.22%"
"08/01/2002","7.280","7.280","7.280","7.280","-0.38%"
"07/31/2002","7.308","7.308","7.308","7.308","-0.14%"
"07/30/2002","7.318","7.318","7.318","7.318","-0.05%"
"07/29/2002","7.322","7.322","7.322","7.322","0.69%"
"07/27/2002","7.272","7.272","7.272","7.272","-0.38%"
"07/26/2002","7.300","7.300","7.300","7.300","-0.44%"
"07/25/2002","7.332","7.332","7.332","7.332","0.00%"
"07/24/2002","7.332","7.332","7.332","7.332","-0.08%"
"07/23/2002","7.338","7.338","7.338","7.338","0.04%"
"07/22/2002","7.335","7.335","7.335","7.335","0.04%"
"07/20/2002","7.332","7.332","7.332","7.332","0.03%"
"07/19/2002","7.330","7.330","7.330","7.330","-0.01%"
"07/18/2002","7.331","7.331","7.331","7.331","-0.31%"
"07/17/2002","7.354","7.354","7.354","7.354","-0.31%"
"07/16/2002","7.377","7.377","7.377","7.377","0.01%"
"07/15/2002","7.376","7.376","7.376","7.376","-0.14%"
"07/13/2002","7.386","7.386","7.386","7.386","-0.05%"
"07/12/2002","7.390","7.390","7.390","7.390","0.64%"
"07/11/2002","7.343","7.343","7.343","7.343","-0.26%"
"07/10/2002","7.362","7.362","7.362","7.362","0.30%"
"07/09/2002","7.340","7.340","7.340","7.340","0.04%"
"07/08/2002","7.337","7.337","7.337","7.337","-0.86%"
"07/06/2002","7.401","7.401","7.401","7.401","-0.28%"
"07/05/2002","7.422","7.422","7.422","7.422","-0.16%"
"07/04/2002","7.434","7.434","7.434","7.434","0.18%"
"07/03/2002","7.421","7.421","7.421","7.421","-0.08%"
"07/02/2002","7.427","7.427","7.427","7.427","-0.43%"
"07/01/2002","7.459","7.459","7.459","7.459","-0.35%"
"06/28/2002","7.485","7.485","7.485","7.485","0.98%"
"06/27/2002","7.412","7.412","7.412","7.412","-2.46%"
"06/26/2002","7.599","7.599","7.599","7.599","-0.63%"
"06/25/2002","7.647","7.647","7.647","7.647","-0.09%"
"06/24/2002","7.654","7.654","7.654","7.654","0.25%"
"06/22/2002","7.635","7.635","7.635","7.635","-0.21%"
"06/21/2002","7.651","7.651","7.651","7.651","0.35%"
"06/20/2002","7.624","7.624","7.624","7.624","-0.26%"
"06/19/2002","7.644","7.644","7.644","7.644","-0.55%"
"06/18/2002","7.686","7.686","7.686","7.686","0.22%"
"06/17/2002","7.669","7.669","7.669","7.669","0.55%"
"06/15/2002","7.627","7.627","7.627","7.627","-0.16%"
"06/14/2002","7.639","7.639","7.639","7.639","-0.13%"
"06/13/2002","7.649","7.649","7.649","7.649","0.42%"
"06/12/2002","7.617","7.617","7.617","7.617","0.36%"
"06/11/2002","7.590","7.590","7.590","7.590","-0.73%"
"06/10/2002","7.646","7.646","7.646","7.646","-0.91%"
"06/08/2002","7.716","7.716","7.716","7.716","-0.44%"
"06/07/2002","7.750","7.750","7.750","7.750","0.58%"
"06/06/2002","7.705","7.705","7.705","7.705","0.18%"
"06/05/2002","7.691","7.691","7.691","7.691","-1.08%"
"06/04/2002","7.775","7.775","7.775","7.775","0.80%"
"06/03/2002","7.713","7.713","7.713","7.713","-0.32%"
"06/01/2002","7.738","7.738","7.738","7.738","0.19%"
"05/31/2002","7.723","7.723","7.723","7.723","-0.21%"
"05/30/2002","7.739","7.739","7.739","7.739","0.81%"
"05/29/2002","7.677","7.677","7.677","7.677","-0.49%"
"05/28/2002","7.715","7.715","7.715","7.715","-1.69%"
"05/27/2002","7.848","7.848","7.848","7.848","0.87%"
"05/24/2002","7.780","7.780","7.780","7.780","-1.84%"
"05/23/2002","7.926","7.926","7.926","7.926","-1.36%"
"05/22/2002","8.035","8.035","8.035","8.035","-1.99%"
"05/21/2002","8.198","8.198","8.198","8.198","0.39%"
"05/20/2002","8.166","8.166","8.166","8.166","0.89%"
"05/18/2002","8.094","8.094","8.094","8.094","1.19%"
"05/17/2002","7.999","7.999","7.999","7.999","1.61%"
"05/16/2002","7.872","7.872","7.872","7.872","0.40%"
"05/15/2002","7.841","7.841","7.841","7.841","0.72%"
"05/14/2002","7.785","7.785","7.785","7.785","1.62%"
"05/13/2002","7.661","7.661","7.661","7.661","-0.56%"
"05/11/2002","7.704","7.704","7.704","7.704","-0.18%"
"05/10/2002","7.718","7.718","7.718","7.718","1.87%"
"05/09/2002","7.576","7.576","7.576","7.576","0.81%"
"05/08/2002","7.515","7.515","7.515","7.515","1.06%"
"05/07/2002","7.436","7.436","7.436","7.436","-0.42%"
"05/06/2002","7.467","7.467","7.467","7.467","-1.54%"
"05/04/2002","7.584","7.584","7.584","7.584","0.57%"
