"Date","Price","Open","High","Low","Change %"
"11/29/2012","8.206","8.206","8.206","8.206","0.18%"
"11/28/2012","8.191","8.191","8.191","8.191","0.00%"
"11/27/2012","8.191","8.191","8.191","8.191","-0.16%"
"11/26/2012","8.204","8.204","8.204","8.204","-0.32%"
"11/24/2012","8.230","8.230","8.230","8.230","0.00%"
"11/23/2012","8.230","8.230","8.230","8.230","0.05%"
"11/22/2012","8.226","8.226","8.226","8.226","0.22%"
"11/21/2012","8.208","8.208","8.208","8.208","0.09%"
"11/20/2012","8.201","8.201","8.201","8.201","0.12%"
"11/19/2012","8.191","8.191","8.191","8.191","-0.02%"
"11/17/2012","8.193","8.193","8.193","8.193","0.00%"
"11/16/2012","8.193","8.193","8.193","8.193","0.04%"
"11/15/2012","8.190","8.190","8.190","8.190","-0.28%"
"11/13/2012","8.213","8.213","8.213","8.213","0.02%"
"11/12/2012","8.211","8.211","8.211","8.211","-0.05%"
"11/10/2012","8.215","8.215","8.215","8.215","0.00%"
"11/09/2012","8.215","8.215","8.215","8.215","0.29%"
"11/08/2012","8.191","8.191","8.191","8.191","0.00%"
"11/07/2012","8.191","8.191","8.191","8.191","0.10%"
"11/06/2012","8.183","8.183","8.183","8.183","-0.15%"
"11/05/2012","8.195","8.195","8.195","8.195","-0.04%"
"11/03/2012","8.198","8.198","8.198","8.198","0.01%"
"11/02/2012","8.197","8.197","8.197","8.197","0.07%"
"11/01/2012","8.191","8.191","8.191","8.191","-0.29%"
"10/31/2012","8.215","8.215","8.215","8.215","0.42%"
"10/30/2012","8.181","8.181","8.181","8.181","0.59%"
"10/29/2012","8.133","8.133","8.133","8.133","0.04%"
"10/26/2012","8.130","8.130","8.130","8.130","0.02%"
"10/25/2012","8.128","8.128","8.128","8.128","-0.11%"
"10/24/2012","8.137","8.137","8.137","8.137","0.02%"
"10/23/2012","8.135","8.135","8.135","8.135","0.04%"
"10/22/2012","8.132","8.132","8.132","8.132","0.04%"
"10/20/2012","8.129","8.129","8.129","8.129","0.01%"
"10/19/2012","8.128","8.128","8.128","8.128","-0.09%"
"10/18/2012","8.135","8.135","8.135","8.135","-0.21%"
"10/17/2012","8.152","8.152","8.152","8.152","0.00%"
"10/16/2012","8.152","8.152","8.152","8.152","-0.21%"
"10/15/2012","8.169","8.169","8.169","8.169","-0.01%"
"10/13/2012","8.170","8.170","8.170","8.170","0.01%"
"10/12/2012","8.169","8.169","8.169","8.169","0.09%"
"10/11/2012","8.162","8.162","8.162","8.162","0.09%"
"10/10/2012","8.155","8.155","8.155","8.155","0.15%"
"10/09/2012","8.143","8.143","8.143","8.143","-0.07%"
"10/08/2012","8.149","8.149","8.149","8.149","-0.16%"
"10/06/2012","8.162","8.162","8.162","8.162","0.04%"
"10/05/2012","8.159","8.159","8.159","8.159","0.12%"
"10/04/2012","8.149","8.149","8.149","8.149","0.02%"
"10/03/2012","8.147","8.147","8.147","8.147","-0.17%"
"10/02/2012","8.161","8.161","8.161","8.161","0.00%"
"10/01/2012","8.161","8.161","8.161","8.161","0.11%"
"09/29/2012","8.152","8.152","8.152","8.152","0.04%"
"09/28/2012","8.149","8.149","8.149","8.149","-0.16%"
"09/27/2012","8.162","8.162","8.162","8.162","-0.07%"
"09/26/2012","8.168","8.168","8.168","8.168","0.00%"
"09/25/2012","8.168","8.168","8.168","8.168","0.16%"
"09/24/2012","8.155","8.155","8.155","8.155","-0.15%"
"09/23/2012","8.167","8.167","8.167","8.167","0.00%"
"09/22/2012","8.167","8.167","8.167","8.167","0.02%"
"09/21/2012","8.165","8.165","8.165","8.165","0.06%"
"09/20/2012","8.160","8.160","8.160","8.160","-0.10%"
"09/19/2012","8.168","8.168","8.168","8.168","0.04%"
"09/18/2012","8.165","8.165","8.165","8.165","-0.18%"
"09/17/2012","8.180","8.180","8.180","8.180","0.00%"
"09/15/2012","8.180","8.180","8.180","8.180","0.04%"
"09/14/2012","8.177","8.177","8.177","8.177","0.04%"
"09/13/2012","8.174","8.174","8.174","8.174","-0.29%"
"09/12/2012","8.198","8.198","8.198","8.198","0.18%"
"09/11/2012","8.183","8.183","8.183","8.183","0.07%"
"09/10/2012","8.177","8.177","8.177","8.177","-0.29%"
"09/08/2012","8.201","8.201","8.201","8.201","0.01%"
"09/07/2012","8.200","8.200","8.200","8.200","0.50%"
"09/06/2012","8.159","8.159","8.159","8.159","-0.24%"
"09/05/2012","8.179","8.179","8.179","8.179","-0.40%"
"09/04/2012","8.212","8.212","8.212","8.212","-0.04%"
"09/03/2012","8.215","8.215","8.215","8.215","-0.32%"
"09/01/2012","8.241","8.241","8.241","8.241","0.00%"
"08/31/2012","8.241","8.241","8.241","8.241","0.57%"
"08/30/2012","8.194","8.194","8.194","8.194","0.21%"
"08/29/2012","8.177","8.177","8.177","8.177","0.04%"
"08/28/2012","8.174","8.174","8.174","8.174","-0.15%"
"08/27/2012","8.186","8.186","8.186","8.186","-0.29%"
"08/25/2012","8.210","8.210","8.210","8.210","0.04%"
"08/24/2012","8.207","8.207","8.207","8.207","-0.26%"
"08/23/2012","8.228","8.228","8.228","8.228","0.09%"
"08/22/2012","8.221","8.221","8.221","8.221","-0.29%"
"08/21/2012","8.245","8.245","8.245","8.245","0.10%"
"08/18/2012","8.237","8.237","8.237","8.237","0.00%"
"08/17/2012","8.237","8.237","8.237","8.237","-0.34%"
"08/16/2012","8.265","8.265","8.265","8.265","0.54%"
"08/15/2012","8.221","8.221","8.221","8.221","0.02%"
"08/14/2012","8.219","8.219","8.219","8.219","0.18%"
"08/13/2012","8.204","8.204","8.204","8.204","0.42%"
"08/11/2012","8.170","8.170","8.170","8.170","0.07%"
"08/10/2012","8.164","8.164","8.164","8.164","0.28%"
"08/09/2012","8.141","8.141","8.141","8.141","0.04%"
"08/08/2012","8.138","8.138","8.138","8.138","-0.13%"
"08/07/2012","8.149","8.149","8.149","8.149","-0.89%"
"08/06/2012","8.222","8.222","8.222","8.222","-0.41%"
"08/05/2012","8.256","8.256","8.256","8.256","0.00%"
"08/04/2012","8.256","8.256","8.256","8.256","0.00%"
"08/03/2012","8.256","8.256","8.256","8.256","0.45%"
"08/02/2012","8.219","8.219","8.219","8.219","-0.13%"
"08/01/2012","8.230","8.230","8.230","8.230","-0.18%"
"07/31/2012","8.245","8.245","8.245","8.245","1.19%"
"07/30/2012","8.148","8.148","8.148","8.148","0.36%"
"07/28/2012","8.119","8.119","8.119","8.119","0.00%"
"07/27/2012","8.119","8.119","8.119","8.119","0.07%"
"07/26/2012","8.113","8.113","8.113","8.113","0.15%"
"07/25/2012","8.101","8.101","8.101","8.101","0.38%"
"07/24/2012","8.070","8.070","8.070","8.070","0.05%"
"07/23/2012","8.066","8.066","8.066","8.066","-0.16%"
"07/21/2012","8.079","8.079","8.079","8.079","0.05%"
"07/20/2012","8.075","8.075","8.075","8.075","-0.12%"
"07/19/2012","8.085","8.085","8.085","8.085","0.24%"
"07/18/2012","8.066","8.066","8.066","8.066","-0.30%"
"07/17/2012","8.090","8.090","8.090","8.090","0.51%"
"07/16/2012","8.049","8.049","8.049","8.049","-0.64%"
"07/14/2012","8.101","8.101","8.101","8.101","0.06%"
"07/13/2012","8.096","8.096","8.096","8.096","-0.10%"
"07/12/2012","8.104","8.104","8.104","8.104","-0.47%"
"07/11/2012","8.142","8.142","8.142","8.142","-0.11%"
"07/10/2012","8.151","8.151","8.151","8.151","0.04%"
"07/09/2012","8.148","8.148","8.148","8.148","-0.11%"
"07/08/2012","8.157","8.157","8.157","8.157","0.00%"
"07/07/2012","8.157","8.157","8.157","8.157","0.04%"
"07/06/2012","8.154","8.154","8.154","8.154","-0.26%"
"07/05/2012","8.175","8.175","8.175","8.175","0.20%"
"07/04/2012","8.159","8.159","8.159","8.159","-0.23%"
"07/03/2012","8.178","8.178","8.178","8.178","-2.45%"
"07/02/2012","8.383","8.383","8.383","8.383","-0.08%"
"07/01/2012","8.390","8.390","8.390","8.390","0.00%"
"06/30/2012","8.390","8.390","8.390","8.390","0.12%"
"06/29/2012","8.380","8.380","8.380","8.380","0.19%"
"06/28/2012","8.364","8.364","8.364","8.364","0.11%"
"06/27/2012","8.355","8.355","8.355","8.355","0.14%"
"06/26/2012","8.343","8.343","8.343","8.343","0.17%"
"06/25/2012","8.329","8.329","8.329","8.329","-0.24%"
"06/23/2012","8.349","8.349","8.349","8.349","0.04%"
"06/22/2012","8.346","8.346","8.346","8.346","0.04%"
"06/21/2012","8.343","8.343","8.343","8.343","-0.54%"
"06/20/2012","8.388","8.388","8.388","8.388","0.00%"
"06/19/2012","8.388","8.388","8.388","8.388","-0.47%"
"06/18/2012","8.428","8.428","8.428","8.428","1.08%"
"06/16/2012","8.338","8.338","8.338","8.338","0.02%"
"06/15/2012","8.336","8.336","8.336","8.336","0.12%"
"06/14/2012","8.326","8.326","8.326","8.326","0.41%"
"06/13/2012","8.292","8.292","8.292","8.292","-0.02%"
"06/12/2012","8.294","8.294","8.294","8.294","-0.42%"
"06/11/2012","8.329","8.329","8.329","8.329","-0.37%"
"06/09/2012","8.360","8.360","8.360","8.360","0.07%"
"06/08/2012","8.354","8.354","8.354","8.354","0.08%"
"06/07/2012","8.347","8.347","8.347","8.347","-0.29%"
"06/06/2012","8.371","8.371","8.371","8.371","0.47%"
"06/05/2012","8.332","8.332","8.332","8.332","-0.12%"
"06/04/2012","8.342","8.342","8.342","8.342","-0.33%"
"06/02/2012","8.370","8.370","8.370","8.370","0.01%"
"06/01/2012","8.369","8.369","8.369","8.369","-0.10%"
"05/31/2012","8.377","8.377","8.377","8.377","-1.71%"
"05/30/2012","8.523","8.523","8.523","8.523","0.06%"
"05/29/2012","8.518","8.518","8.518","8.518","0.07%"
"05/28/2012","8.512","8.512","8.512","8.512","-0.02%"
"05/26/2012","8.514","8.514","8.514","8.514","0.06%"
"05/25/2012","8.509","8.509","8.509","8.509","0.14%"
"05/24/2012","8.497","8.497","8.497","8.497","-0.19%"
"05/23/2012","8.513","8.513","8.513","8.513","-0.08%"
"05/22/2012","8.520","8.520","8.520","8.520","-0.26%"
"05/21/2012","8.542","8.542","8.542","8.542","0.20%"
"05/19/2012","8.525","8.525","8.525","8.525","0.00%"
"05/18/2012","8.525","8.525","8.525","8.525","0.35%"
"05/17/2012","8.495","8.495","8.495","8.495","-0.26%"
"05/16/2012","8.517","8.517","8.517","8.517","0.26%"
"05/15/2012","8.495","8.495","8.495","8.495","-0.27%"
"05/14/2012","8.518","8.518","8.518","8.518","-0.60%"
"05/12/2012","8.569","8.569","8.569","8.569","0.05%"
"05/11/2012","8.565","8.565","8.565","8.565","0.04%"
"05/10/2012","8.562","8.562","8.562","8.562","0.01%"
"05/09/2012","8.561","8.561","8.561","8.561","0.23%"
"05/08/2012","8.541","8.541","8.541","8.541","-1.71%"
"05/07/2012","8.690","8.690","8.690","8.690","0.45%"
"05/06/2012","8.651","8.651","8.651","8.651","0.00%"
"05/05/2012","8.651","8.651","8.651","8.651","0.24%"
"05/04/2012","8.630","8.630","8.630","8.630","0.13%"
"05/03/2012","8.619","8.619","8.619","8.619","-0.19%"
"05/02/2012","8.635","8.635","8.635","8.635","-0.46%"
"05/01/2012","8.675","8.675","8.675","8.675","0.05%"
"04/30/2012","8.671","8.671","8.671","8.671","0.22%"
"04/28/2012","8.652","8.652","8.652","8.652","0.06%"
"04/27/2012","8.647","8.647","8.647","8.647","-0.09%"
"04/26/2012","8.655","8.655","8.655","8.655","0.31%"
"04/25/2012","8.628","8.628","8.628","8.628","0.71%"
"04/24/2012","8.567","8.567","8.567","8.567","-0.01%"
"04/23/2012","8.568","8.568","8.568","8.568","0.23%"
"04/21/2012","8.548","8.548","8.548","8.548","0.06%"
"04/20/2012","8.543","8.543","8.543","8.543","1.59%"
"04/19/2012","8.409","8.409","8.409","8.409","0.60%"
"04/18/2012","8.359","8.359","8.359","8.359","0.22%"
"04/17/2012","8.341","8.341","8.341","8.341","-1.35%"
"04/16/2012","8.455","8.455","8.455","8.455","-0.19%"
"04/14/2012","8.471","8.471","8.471","8.471","0.04%"
"04/13/2012","8.468","8.468","8.468","8.468","0.34%"
"04/12/2012","8.439","8.439","8.439","8.439","-1.24%"
"04/11/2012","8.545","8.545","8.545","8.545","-0.54%"
"04/10/2012","8.591","8.591","8.591","8.591","-0.41%"
"04/09/2012","8.626","8.626","8.626","8.626","-0.77%"
"04/08/2012","8.693","8.693","8.693","8.693","0.00%"
"04/05/2012","8.693","8.693","8.693","8.693","0.06%"
"04/04/2012","8.688","8.688","8.688","8.688","-0.55%"
"04/03/2012","8.736","8.736","8.736","8.736","1.72%"
"03/31/2012","8.588","8.588","8.588","8.588","0.19%"
"03/30/2012","8.572","8.572","8.572","8.572","-0.40%"
"03/29/2012","8.606","8.606","8.606","8.606","-0.16%"
"03/28/2012","8.620","8.620","8.620","8.620","1.39%"
"03/27/2012","8.502","8.502","8.502","8.502","0.35%"
"03/26/2012","8.472","8.472","8.472","8.472","1.05%"
"03/23/2012","8.384","8.384","8.384","8.384","0.10%"
"03/22/2012","8.376","8.376","8.376","8.376","-0.18%"
"03/21/2012","8.391","8.391","8.391","8.391","-0.24%"
"03/20/2012","8.411","8.411","8.411","8.411","-0.06%"
"03/19/2012","8.416","8.416","8.416","8.416","-0.14%"
"03/17/2012","8.428","8.428","8.428","8.428","0.07%"
"03/16/2012","8.422","8.422","8.422","8.422","0.74%"
"03/15/2012","8.360","8.360","8.360","8.360","0.95%"
"03/14/2012","8.281","8.281","8.281","8.281","-0.48%"
"03/13/2012","8.321","8.321","8.321","8.321","0.33%"
"03/12/2012","8.294","8.294","8.294","8.294","0.11%"
"03/10/2012","8.285","8.285","8.285","8.285","0.05%"
"03/09/2012","8.281","8.281","8.281","8.281","0.47%"
"03/08/2012","8.242","8.242","8.242","8.242","0.01%"
"03/07/2012","8.241","8.241","8.241","8.241","0.11%"
"03/06/2012","8.232","8.232","8.232","8.232","0.05%"
"03/05/2012","8.228","8.228","8.228","8.228","0.04%"
"03/03/2012","8.225","8.225","8.225","8.225","0.01%"
"03/02/2012","8.224","8.224","8.224","8.224","-0.16%"
"03/01/2012","8.237","8.237","8.237","8.237","0.46%"
"02/29/2012","8.199","8.199","8.199","8.199","-0.16%"
"02/28/2012","8.212","8.212","8.212","8.212","-0.21%"
"02/27/2012","8.229","8.229","8.229","8.229","0.02%"
"02/25/2012","8.227","8.227","8.227","8.227","0.01%"
"02/24/2012","8.226","8.226","8.226","8.226","0.37%"
"02/23/2012","8.196","8.196","8.196","8.196","-0.32%"
"02/22/2012","8.222","8.222","8.222","8.222","0.60%"
"02/21/2012","8.173","8.173","8.173","8.173","-0.18%"
"02/19/2012","8.188","8.188","8.188","8.188","0.00%"
"02/18/2012","8.188","8.188","8.188","8.188","0.04%"
"02/17/2012","8.185","8.185","8.185","8.185","-0.15%"
"02/16/2012","8.197","8.197","8.197","8.197","0.00%"
"02/15/2012","8.197","8.197","8.197","8.197","0.21%"
"02/14/2012","8.180","8.180","8.180","8.180","-0.35%"
"02/13/2012","8.209","8.209","8.209","8.209","0.09%"
"02/11/2012","8.202","8.202","8.202","8.202","0.10%"
"02/10/2012","8.194","8.194","8.194","8.194","-0.94%"
"02/09/2012","8.272","8.272","8.272","8.272","0.49%"
"02/08/2012","8.232","8.232","8.232","8.232","0.54%"
"02/07/2012","8.188","8.188","8.188","8.188","0.06%"
"02/06/2012","8.183","8.183","8.183","8.183","0.23%"
"02/03/2012","8.164","8.164","8.164","8.164","0.41%"
"02/02/2012","8.131","8.131","8.131","8.131","-0.15%"
"02/01/2012","8.143","8.143","8.143","8.143","-1.50%"
"01/31/2012","8.267","8.267","8.267","8.267","-0.21%"
"01/30/2012","8.284","8.284","8.284","8.284","-0.84%"
"01/27/2012","8.354","8.354","8.354","8.354","0.53%"
"01/25/2012","8.310","8.310","8.310","8.310","-0.54%"
"01/24/2012","8.355","8.355","8.355","8.355","2.26%"
"01/23/2012","8.170","8.170","8.170","8.170","-0.13%"
"01/20/2012","8.181","8.181","8.181","8.181","0.15%"
"01/19/2012","8.169","8.169","8.169","8.169","-0.26%"
"01/18/2012","8.190","8.190","8.190","8.190","-0.34%"
"01/17/2012","8.218","8.218","8.218","8.218","-0.05%"
"01/16/2012","8.222","8.222","8.222","8.222","0.37%"
"01/13/2012","8.192","8.192","8.192","8.192","-0.72%"
"01/12/2012","8.251","8.251","8.251","8.251","0.23%"
"01/11/2012","8.232","8.232","8.232","8.232","0.05%"
"01/10/2012","8.228","8.228","8.228","8.228","0.33%"
"01/09/2012","8.201","8.201","8.201","8.201","-0.22%"
"01/06/2012","8.219","8.219","8.219","8.219","-1.31%"
"01/05/2012","8.328","8.328","8.328","8.328","-0.43%"
"01/04/2012","8.364","8.364","8.364","8.364","0.08%"
"01/03/2012","8.357","8.357","8.357","8.357","-0.62%"
"01/02/2012","8.409","8.409","8.409","8.409","-1.76%"
"12/30/2011","8.560","8.560","8.560","8.560","0.28%"
"12/29/2011","8.536","8.536","8.536","8.536","0.68%"
"12/28/2011","8.478","8.478","8.478","8.478","0.02%"
"12/27/2011","8.476","8.476","8.476","8.476","-0.16%"
"12/26/2011","8.490","8.490","8.490","8.490","1.49%"
"12/23/2011","8.365","8.365","8.365","8.365","0.38%"
"12/22/2011","8.333","8.333","8.333","8.333","-0.08%"
"12/21/2011","8.340","8.340","8.340","8.340","0.77%"
"12/20/2011","8.276","8.276","8.276","8.276","-0.64%"
"12/19/2011","8.329","8.329","8.329","8.329","-0.60%"
"12/16/2011","8.379","8.379","8.379","8.379","-1.26%"
"12/15/2011","8.486","8.486","8.486","8.486","-0.06%"
"12/14/2011","8.491","8.491","8.491","8.491","1.05%"
"12/13/2011","8.403","8.403","8.403","8.403","-0.51%"
"12/12/2011","8.446","8.446","8.446","8.446","-1.02%"
"12/09/2011","8.533","8.533","8.533","8.533","0.16%"
"12/08/2011","8.519","8.519","8.519","8.519","-0.87%"
"12/07/2011","8.594","8.594","8.594","8.594","0.20%"
"12/05/2011","8.577","8.577","8.577","8.577","-0.81%"
"12/02/2011","8.647","8.647","8.647","8.647","-0.57%"
"12/01/2011","8.697","8.697","8.697","8.697","-0.47%"
"11/30/2011","8.738","8.738","8.738","8.738","-0.99%"
"11/29/2011","8.825","8.825","8.825","8.825","-0.02%"
"11/28/2011","8.827","8.827","8.827","8.827","0.18%"
"11/25/2011","8.811","8.811","8.811","8.811","0.20%"
"11/24/2011","8.793","8.793","8.793","8.793","-0.22%"
"11/23/2011","8.812","8.812","8.812","8.812","-0.36%"
"11/22/2011","8.844","8.844","8.844","8.844","0.08%"
"11/21/2011","8.837","8.837","8.837","8.837","-0.21%"
"11/18/2011","8.856","8.856","8.856","8.856","0.20%"
"11/17/2011","8.838","8.838","8.838","8.838","-1.55%"
"11/16/2011","8.977","8.977","8.977","8.977","0.08%"
"11/15/2011","8.970","8.970","8.970","8.970","-0.74%"
"11/14/2011","9.037","9.037","9.037","9.037","-0.19%"
"11/11/2011","9.054","9.054","9.054","9.054","-0.08%"
"11/09/2011","9.061","9.061","9.061","9.061","0.30%"
"11/08/2011","9.034","9.034","9.034","9.034","0.74%"
"11/04/2011","8.968","8.968","8.968","8.968","0.75%"
"11/03/2011","8.901","8.901","8.901","8.901","-0.03%"
"11/02/2011","8.904","8.904","8.904","8.904","-0.48%"
"11/01/2011","8.947","8.947","8.947","8.947","0.77%"
"10/31/2011","8.879","8.879","8.879","8.879","0.31%"
"10/28/2011","8.852","8.852","8.852","8.852","1.02%"
"10/25/2011","8.763","8.763","8.763","8.763","-0.61%"
"10/24/2011","8.817","8.817","8.817","8.817","-0.03%"
"10/21/2011","8.820","8.820","8.820","8.820","0.34%"
"10/20/2011","8.790","8.790","8.790","8.790","0.17%"
"10/19/2011","8.775","8.775","8.775","8.775","0.31%"
"10/18/2011","8.748","8.748","8.748","8.748","-0.10%"
"10/17/2011","8.757","8.757","8.757","8.757","-0.31%"
"10/14/2011","8.784","8.784","8.784","8.784","0.68%"
"10/13/2011","8.725","8.725","8.725","8.725","-0.15%"
"10/12/2011","8.738","8.738","8.738","8.738","0.32%"
"10/11/2011","8.710","8.710","8.710","8.710","-0.47%"
"10/10/2011","8.751","8.751","8.751","8.751","0.98%"
"10/07/2011","8.666","8.666","8.666","8.666","1.03%"
"10/05/2011","8.578","8.578","8.578","8.578","0.39%"
"10/04/2011","8.545","8.545","8.545","8.545","0.09%"
"10/03/2011","8.537","8.537","8.537","8.537","1.13%"
"09/29/2011","8.442","8.442","8.442","8.442","1.14%"
"09/28/2011","8.347","8.347","8.347","8.347","0.25%"
"09/27/2011","8.326","8.326","8.326","8.326","0.18%"
"09/26/2011","8.311","8.311","8.311","8.311","0.11%"
"09/23/2011","8.302","8.302","8.302","8.302","0.02%"
"09/22/2011","8.300","8.300","8.300","8.300","-0.34%"
"09/21/2011","8.328","8.328","8.328","8.328","-0.11%"
"09/20/2011","8.337","8.337","8.337","8.337","0.10%"
"09/19/2011","8.329","8.329","8.329","8.329","-0.39%"
"09/16/2011","8.362","8.362","8.362","8.362","0.40%"
"09/15/2011","8.329","8.329","8.329","8.329","-0.22%"
"09/14/2011","8.347","8.347","8.347","8.347","0.26%"
"09/13/2011","8.325","8.325","8.325","8.325","0.40%"
"09/12/2011","8.292","8.292","8.292","8.292","-0.26%"
"09/09/2011","8.314","8.314","8.314","8.314","0.22%"
"09/08/2011","8.296","8.296","8.296","8.296","-0.17%"
"09/07/2011","8.310","8.310","8.310","8.310","0.07%"
"09/06/2011","8.304","8.304","8.304","8.304","0.19%"
"09/05/2011","8.288","8.288","8.288","8.288","-0.73%"
"09/02/2011","8.349","8.349","8.349","8.349","0.36%"
"08/30/2011","8.319","8.319","8.319","8.319","-0.08%"
"08/29/2011","8.326","8.326","8.326","8.326","0.28%"
"08/26/2011","8.303","8.303","8.303","8.303","0.70%"
"08/25/2011","8.245","8.245","8.245","8.245","0.33%"
"08/24/2011","8.218","8.218","8.218","8.218","-0.57%"
"08/23/2011","8.265","8.265","8.265","8.265","-0.05%"
"08/22/2011","8.269","8.269","8.269","8.269","0.15%"
"08/18/2011","8.257","8.257","8.257","8.257","-0.78%"
"08/17/2011","8.322","8.322","8.322","8.322","0.39%"
"08/16/2011","8.290","8.290","8.290","8.290","-0.12%"
"08/12/2011","8.300","8.300","8.300","8.300","1.11%"
"08/11/2011","8.209","8.209","8.209","8.209","0.21%"
"08/10/2011","8.192","8.192","8.192","8.192","-0.43%"
"08/09/2011","8.227","8.227","8.227","8.227","-0.41%"
"08/08/2011","8.261","8.261","8.261","8.261","-0.66%"
"08/05/2011","8.316","8.316","8.316","8.316","-1.04%"
"08/04/2011","8.403","8.403","8.403","8.403","-0.24%"
"08/03/2011","8.423","8.423","8.423","8.423","-0.15%"
"08/02/2011","8.436","8.436","8.436","8.436","-0.30%"
"08/01/2011","8.461","8.461","8.461","8.461","0.08%"
"07/29/2011","8.454","8.454","8.454","8.454","-0.13%"
"07/28/2011","8.465","8.465","8.465","8.465","0.17%"
"07/27/2011","8.451","8.451","8.451","8.451","0.12%"
"07/26/2011","8.441","8.441","8.441","8.441","1.77%"
"07/25/2011","8.294","8.294","8.294","8.294","-0.24%"
"07/22/2011","8.314","8.314","8.314","8.314","0.48%"
"07/21/2011","8.274","8.274","8.274","8.274","-0.07%"
"07/20/2011","8.280","8.280","8.280","8.280","0.25%"
"07/19/2011","8.259","8.259","8.259","8.259","0.11%"
"07/18/2011","8.250","8.250","8.250","8.250","-0.34%"
"07/15/2011","8.278","8.278","8.278","8.278","0.38%"
"07/14/2011","8.247","8.247","8.247","8.247","-0.70%"
"07/13/2011","8.305","8.305","8.305","8.305","0.30%"
"07/12/2011","8.280","8.280","8.280","8.280","-0.49%"
"07/11/2011","8.321","8.321","8.321","8.321","-0.41%"
"07/08/2011","8.355","8.355","8.355","8.355","-0.05%"
"07/07/2011","8.359","8.359","8.359","8.359","0.31%"
"07/06/2011","8.333","8.333","8.333","8.333","-0.12%"
"07/05/2011","8.343","8.343","8.343","8.343","-0.17%"
"07/04/2011","8.357","8.357","8.357","8.357","0.04%"
"07/01/2011","8.354","8.354","8.354","8.354","0.34%"
"06/30/2011","8.326","8.326","8.326","8.326","0.08%"
"06/29/2011","8.319","8.319","8.319","8.319","0.37%"
"06/28/2011","8.288","8.288","8.288","8.288","0.31%"
"06/27/2011","8.262","8.262","8.262","8.262","0.18%"
"06/24/2011","8.247","8.247","8.247","8.247","-0.25%"
"06/23/2011","8.268","8.268","8.268","8.268","0.21%"
"06/22/2011","8.251","8.251","8.251","8.251","0.32%"
"06/21/2011","8.225","8.225","8.225","8.225","0.35%"
"06/20/2011","8.196","8.196","8.196","8.196","-0.95%"
"06/17/2011","8.275","8.275","8.275","8.275","-0.30%"
"06/16/2011","8.300","8.300","8.300","8.300","-1.16%"
"06/15/2011","8.397","8.397","8.397","8.397","0.74%"
"06/14/2011","8.335","8.335","8.335","8.335","1.08%"
"06/13/2011","8.246","8.246","8.246","8.246","0.13%"
"06/10/2011","8.235","8.235","8.235","8.235","-0.41%"
"06/09/2011","8.269","8.269","8.269","8.269","0.25%"
"06/08/2011","8.248","8.248","8.248","8.248","-0.43%"
"06/07/2011","8.284","8.284","8.284","8.284","0.28%"
"06/06/2011","8.261","8.261","8.261","8.261","-0.08%"
"06/03/2011","8.268","8.268","8.268","8.268","-0.13%"
"06/02/2011","8.279","8.279","8.279","8.279","-0.59%"
"06/01/2011","8.328","8.328","8.328","8.328","-0.99%"
"05/31/2011","8.411","8.411","8.411","8.411","-0.25%"
"05/30/2011","8.432","8.432","8.432","8.432","-0.30%"
"05/27/2011","8.457","8.457","8.457","8.457","0.71%"
"05/26/2011","8.397","8.397","8.397","8.397","0.27%"
"05/25/2011","8.374","8.374","8.374","8.374","0.00%"
"05/24/2011","8.374","8.374","8.374","8.374","0.36%"
"05/23/2011","8.344","8.344","8.344","8.344","-0.12%"
"05/20/2011","8.354","8.354","8.354","8.354","0.40%"
"05/19/2011","8.321","8.321","8.321","8.321","0.35%"
"05/18/2011","8.292","8.292","8.292","8.292","0.11%"
"05/16/2011","8.283","8.283","8.283","8.283","0.08%"
"05/13/2011","8.276","8.276","8.276","8.276","0.78%"
"05/12/2011","8.212","8.212","8.212","8.212","-0.96%"
"05/11/2011","8.292","8.292","8.292","8.292","0.10%"
"05/10/2011","8.284","8.284","8.284","8.284","0.27%"
"05/09/2011","8.262","8.262","8.262","8.262","0.97%"
"05/06/2011","8.183","8.183","8.183","8.183","-1.03%"
"05/05/2011","8.268","8.268","8.268","8.268","-0.31%"
"05/04/2011","8.294","8.294","8.294","8.294","0.78%"
"05/03/2011","8.230","8.230","8.230","8.230","1.12%"
"05/02/2011","8.139","8.139","8.139","8.139","0.05%"
"04/29/2011","8.135","8.135","8.135","8.135","0.30%"
"04/28/2011","8.111","8.111","8.111","8.111","0.25%"
"04/27/2011","8.091","8.091","8.091","8.091","0.00%"
"04/26/2011","8.091","8.091","8.091","8.091","-0.53%"
"04/25/2011","8.134","8.134","8.134","8.134","0.30%"
"04/21/2011","8.110","8.110","8.110","8.110","0.22%"
"04/20/2011","8.092","8.092","8.092","8.092","0.15%"
"04/19/2011","8.080","8.080","8.080","8.080","-0.02%"
"04/18/2011","8.082","8.082","8.082","8.082","0.22%"
"04/15/2011","8.064","8.064","8.064","8.064","0.50%"
"04/13/2011","8.024","8.024","8.024","8.024","0.06%"
"04/11/2011","8.019","8.019","8.019","8.019","0.68%"
"04/08/2011","7.965","7.965","7.965","7.965","-0.11%"
"04/07/2011","7.974","7.974","7.974","7.974","-0.20%"
"04/06/2011","7.990","7.990","7.990","7.990","0.16%"
"04/05/2011","7.977","7.977","7.977","7.977","-0.10%"
"03/31/2011","7.985","7.985","7.985","7.985","-0.39%"
