Name,Sub Category,NSE Benchmark,BSE Benchmark,Crisil Benchmark,MSCI Benchmark,Plan,AUM,expense_ratio,lockin,exit_load,sip_investment,minimum_lumpsum,minimum_sip,absolute_returns__3m,absolute_returns__6m,absolute_returns__1y,3y_avg_annual_rolling_return_,cagr_3y,cagr_5y,cagr_10y,pe_ratio,category_pe_ratio,tracking_error,volatility,category_st_dev,maximum_drawdown,percentage_equity_holding,percentage_debt_holding,percentage_largecap_holding,percentage_midcap_holding,percentage_smallcap_holding,percentage_concetration__top_5_holdings,percentage_cash_holding
Bank of India Flexi Cap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,1929.59,0.48,0,1,Allowed,5000,1000,0.88,12.07,49.96,29.89,22.65,0,0,45.48,49.49,7.59,19.27,12.34,21.32,91.81,1.53,42.92,17.02,31.87,22.02,6.66
Axis Business Cycles Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,2793.45,0.64,0,1,Allowed,100,0,0.86,11.08,34.2,0,0,0,0,50.35,50.09,3.91,15.39,16.15,8.04,94.85,0.89,51.74,18.29,24.81,19.65,2.72
JM ELSS Tax Saver Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,180.91,1.15,3,0,Allowed,500,500,0.84,15.18,45.12,24.25,18.6,23.18,17.35,54.63,46.64,6.25,17.63,14.8,37.39,99.76,0,50.18,12.5,37.09,20.3,0.24
ICICI Pru Flexicap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,16767.51,0.79,0,1,Allowed,5000,5000,0.79,13.4,36.96,24.61,20.02,0,0,59.24,49.49,5.34,12.89,12.34,12.34,98.07,0.15,64.83,10.7,22.53,33.3,1.78
Bandhan Retirement Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,172.89,0.71,5,0,Allowed,1000,0,0.7,7.26,22.59,0,0,0,0,0,49.49,0,8.31,12.34,4.77,0,0,57.81,9.99,4,43.35,4.1
ICICI Pru Focused Equity Fund,Focused Fund,NIFTY 500,BSE 500 ,,,Growth,9867.12,0.59,0,1,Allowed,5000,5000,0.61,13.95,43.85,25.39,20,25.69,15.43,50.7,48.53,5.16,12.62,14.64,34.15,95.31,1.25,73.03,20.37,1.91,31.77,3.44
Union Flexi Cap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,2233.82,0.87,0,1,Allowed,1000,500,0.59,9.03,27.73,20.18,13.3,20.67,13.13,48.7,49.49,3.04,14.36,12.34,35.36,95.47,0.07,65.32,11.92,18.22,22.49,4.47
HDFC Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,3208.68,0.77,0,1,Allowed,100,0,0.58,10.31,27.55,0,0,0,0,49.17,50.09,4.33,13.49,16.15,8.66,93.17,0,61.97,11.68,19.52,36.4,4.61
UTI Dividend Yield Fund,Dividend Yield Fund,NIFTY 500,BSE 500 ,,,Growth,4198.08,1.41,0,1,Allowed,5000,0,0.58,18.27,47.2,22.78,17.88,22.77,14.7,34.71,34.5,3.93,13.91,14.98,32.69,95.98,0.23,60.48,16.38,19.12,21.68,3.52
JM Focused Fund,Focused Fund,NIFTY 500,BSE 500 ,,,Growth,196.38,0.77,0,1,Allowed,1000,100,0.54,10.11,37.94,23.62,19.07,17.92,15,53.91,48.53,6.65,16.56,14.64,37.37,92.11,0,57.36,16.33,18.42,31.76,7.89
Sundaram ELSS Tax Saver Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,1351.36,1.64,3,0,Allowed,500,0,0.54,8.36,27.85,19.47,13.39,19.72,14.24,45.27,46.64,3.32,13.03,14.8,40.49,95.47,0,68.67,14.82,11.92,26.07,2.01
Baroda BNP Paribas Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,591.11,0.85,0,1,Allowed,5000,500,0.53,10.56,38.86,24.8,17.48,0,0,53.96,50.09,3.7,14.67,16.15,18.38,97.24,0.94,62.04,20.4,14.8,22.17,1.82
Bandhan Flexi Cap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,7334.41,1.14,0,1,Allowed,1000,100,0.52,9.8,30.18,18.5,13.24,17.02,12.88,46.87,49.49,2.83,13.66,12.34,36.89,96.68,0,71.14,15.29,10.25,26.91,3.1
ICICI Pru Value Discovery Fund,Value Fund,NIFTY 500,BSE 500 ,,,Growth,49104.38,1,0,1,Allowed,1000,5000,0.5,12.86,37.52,27.41,22.21,26.75,16.7,30.71,36.23,4.95,11.32,15.6,36.7,87.7,3.86,73.69,7.29,4.95,35,7.04
JM Flexicap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,4721.61,0.42,0,1,Allowed,1000,250,0.5,14.07,51.99,30.94,25.82,25.77,18.85,43.32,49.49,6.5,17.57,12.34,34.95,97.37,0,46.6,14.89,35.88,23.18,2.63
Sundaram Focused Fund,Focused Fund,NIFTY 500,BSE 500 ,,,Growth,1104.83,1.21,0,0.25,Allowed,300,0,0.49,10.7,30.45,18.62,13.02,20.19,14.47,57.64,48.53,4.12,14.31,14.64,32.79,96.04,0,80.46,8.83,6.75,31.68,3.96
SBI Retirement Benefit Fund-Aggressive Hybrid Plan,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,1517.12,1.05,5,0,Allowed,5000,1000,0.48,10.5,23.53,18.44,15.04,0,0,0,49.49,3.43,10.14,12.34,11.68,0,0,47.97,15.93,14.55,28.78,1.95
Kotak ELSS Tax Saver Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,6148.14,0.61,3,0,Allowed,500,100,0.46,9.77,34.87,22.47,18.18,22.06,16.57,42.47,46.64,3.65,15.4,14.8,36.43,98.45,0,62.03,20.59,15.83,24.76,1.48
ICICI Pru Floating Interest Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,8674.64,0.56,0,0,Allowed,500,0,2.13,4.63,8.97,6.53,7.07,7.43,8.05,0,0,0,0.58,0.69,1.84,0,0,0,0,0,60.75,2.75
Nippon India Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,7821.51,0.31,0,0,Allowed,5000,5000,2.23,4.55,8.59,5.87,6.53,7.18,7.71,0,0,0,0.49,0.69,2.64,0,0,0,0,0,17.88,4.87
Aditya Birla SL Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,13141.87,0.23,0,0,Allowed,1000,0,2.04,4.12,8.23,6.14,6.77,6.67,7.65,0,0,0,0.39,0.69,1.82,0,0,0,0,0,19.15,2.99
HDFC Floating Rate Debt Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,15003.71,0.26,0,0,Allowed,100,1500,2.09,4.49,8.67,6.23,6.87,7.01,7.63,0,0,0,0.46,0.69,1.33,0,0,0,0,0,34.5,3.19
Franklin India Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,303.81,0.24,0,0,Allowed,1000,500,2.08,4.68,9.18,6.3,7.07,6.55,6.89,0,0,0,0.59,0.69,1.29,0,0,0,0,0,83.09,1.17
Kotak Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,3702.49,0.25,0,0,Allowed,100,100,2.3,4.79,8.79,6,6.56,7.23,0,0,0,0,0.5,0.69,2.03,0,0,0,0,0,55.08,2.86
UTI Floater Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,1417.84,0.4,0,0,Allowed,500,1500,1.85,3.73,7.59,5.65,6.13,6.27,0,0,0,0,0.36,0.69,1.46,0,0,0,0,0,37.03,8.97
SBI Floating Rate Debt Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,1152.51,0.27,0,0.1,Allowed,5000,1000,2.05,4.46,8.68,6.06,6.71,0,0,0,0,0,0.59,0.69,0.56,0,0,0,0,0,86.98,4.56
DSP Floater Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,727.46,0.24,0,0,Allowed,100,100,2.33,5.17,9.69,6.18,6.63,0,0,0,0,0,0.87,0.69,0.5,0,0,0,0,0,53.44,2.6
Bandhan Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,329.93,0.31,0,0,Allowed,1000,100,2.09,4.68,8.42,5.89,6.44,0,0,0,0,0,0.65,0.69,0.68,0,0,0,0,0,103.7,5.35
Axis Floater Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,233.01,0.21,0,0,Allowed,5000,1000,2.35,5.74,10.34,6.98,7.2,0,0,0,0,0,2.03,0.69,0.85,0,0,0,0,0,74.2,11.85
Tata Floating Rate Fund,Floating Rate Fund,Based on maturity profile of the fund –a) 0-0.25 Mac D- NIFTY Liquid Index A-Ib) 0.25 - 0.5 Mac D- NIFTY Ultra Short Duration Debt Index A-Ic) 0.5 - 1 Mac D- NIFTY Low Duration Debt Index A-Id) 1-3 Mac D- NIFTY Short Duration Debt Index A-IIe) 3-4 Mac D- NIFTY Medium Duration Debt Index A-IIIf) 4-7 Mac D- NIFTY Medium to Long Duration Debt Index A-IIIg) More than 7 Mac D- NIFTY Long Duration Debt Index A-III,,Based on maturity profile of the fund –a) 0-0.25 Mac D- CRISIL Liquid Debt A-I Indexb) 0.25 - 0.5 Mac D- CRISIL Ultra Short Duration Debt A-I Indexc) 0.5 - 1 Mac D- CRISIL Low Duration Debt A-I Indexd) 1-3 Mac D- CRISIL Short Duration Debt A-II Indexe) 3-4 Mac D- CRISIL Medium Duration Debt A-III Indexf) 4-7 Mac D- CRISIL Medium to Long Duration Debt A-III Indexg) More than 7 Mac D- CRISIL Long Duration Debt A-III Index,,Growth,145.81,0.3,0,0,Allowed,5000,0,2.22,4.4,8.17,6.51,6.66,0,0,0,0,0.34,0.43,0.69,0.57,0,0,0,0,0,45.35,6.25
Kotak India EQ Contra Fund,Contra Fund,NIFTY 500,BSE 500 ,,,Growth,3935.46,0.55,0,1,Allowed,100,100,0.45,11.52,44.05,26.03,21.34,23.87,17.36,37.07,40.57,3.48,15.69,15.05,37.89,98.29,0,56.24,18.13,23.91,19.68,1.71
Samco Flexi Cap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,603.8,0.93,0,1,Allowed,5000,0,0.4,3.91,14.06,0,0,0,0,51.78,49.49,9.23,17.04,12.34,21.06,99.34,0,25.27,51.51,22.56,31.33,0.66
360 ONE ELSS Tax Saver Nifty 50 Index Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,74.98,0.27,3,0,Allowed,500,500,0.4,9.15,25.21,0,0,0,0,33.01,46.64,0.11,13.6,14.8,8.3,99.35,0,98.12,1.23,0,38.56,0.65
Navi ELSS Tax Saver Nifty 50 Index Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,70.22,0.1,3,0,Allowed,500,500,0.33,9.14,25.24,0,0,0,0,35.83,46.64,0.05,13.65,14.8,8.38,100.25,0,98.78,1.47,0,37.79,-0.25
SBI LT Advantage Fund-I,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,52.72,2.65,3,0,Not allowed,0,0,0.28,13.86,39.36,25.9,21.16,26.55,0,53.79,46.64,6.58,15.67,14.8,42.43,80.98,0,40.89,14.92,25.17,42.75,18.76
ITI ELSS Tax Saver Fund,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,388.48,0.48,3,0,Allowed,500,0,0.25,10.1,41.28,22.97,18.61,20.78,0,52.05,46.64,5.95,16.93,14.8,38.49,92.89,0,50.46,7.73,34.7,20.77,5.45
Bank of India ELSS Tax Saver,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,1435.9,0.84,3,0,Allowed,500,0,0.21,8.42,42.55,25.67,18.91,26.78,18.21,43.82,46.64,7.95,19.74,14.8,31.69,92.37,2.08,47.93,23.42,21.02,21.94,5.55
Sundaram Diversified Equity,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,1559.54,1.6,3,0,Not allowed,0,0,0.18,8.66,23.8,17.75,12.27,16.37,12.47,45.2,46.64,3.78,12.7,14.8,41.3,96.06,0,71.78,14.82,9.45,27.56,3.94
Mahindra Manulife Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,1165,0.38,0,1,Allowed,1000,0,0.17,12.78,52.15,0,0,0,0,32.26,50.09,6.2,17.89,16.15,9.09,94.82,0,50.52,10.75,33.54,22.87,5.18
Nippon India Flexi Cap Fund,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,8426.16,0.45,0,1,Allowed,500,100,0.14,11.51,30.9,22.07,15.93,0,0,41.45,49.49,3.09,14.92,12.34,18.7,96.55,0,57.96,14.22,24.36,21.31,3.45
Bandhan Sterling Value Fund,Value Fund,NIFTY 500,BSE 500 ,,,Growth,10035.78,0.67,0,1,Allowed,1000,0,0.08,9.92,35.33,28.74,19.58,27.32,17.51,37.49,36.23,3.11,13.82,15.6,51.9,91.59,0,57.74,15.08,18.77,26.58,8.36
Sundaram LT Tax Adv Fund-Sr II,Equity Linked Savings Scheme (ELSS),NIFTY 500,BSE 500 ,,,Growth,13.58,1.18,3,0,Not allowed,0,0,0.04,7.39,26.4,18.28,12.58,18.53,0,30.73,46.64,3.9,14.38,14.8,38.08,96.15,0,82.87,10.82,2.46,41.13,3.54
HDFC Dividend Yield Fund,Dividend Yield Fund,NIFTY 500,BSE 500 ,,,Growth,6124.17,0.6,0,1,Allowed,100,1500,0.02,11.71,37.22,27.86,21.4,0,0,36.29,34.5,3.07,15.5,14.98,15.75,98.4,0,65.29,8.16,24.95,18.48,0.69
Baroda BNP Paribas Dividend Yield Fund,Dividend Yield Fund,NIFTY 500,BSE 500 ,,,Growth,1100.99,0.42,0,1,Allowed,1000,500,0,0,0,0,0,0,0,42.3,34.5,5.44,10.85,14.98,8.02,56.3,7.02,37.09,12.13,7.09,76.5,7.97
Nippon India Nifty 500 Momentum 50 Index Fund,Index Fund,NIFTY 500,BSE 500 ,,,Growth,485.65,0,0,0,Allowed,1000,100,0,0,0,0,0,0,0,57.77,43.65,0.26,26.58,17.51,10.03,100.15,0,63.03,32.68,4.45,26.41,-0.15
Nippon India Nifty 500 Equal Weight Index Fund,Index Fund,NIFTY 500,BSE 500 ,,,Growth,407.18,0.35,0,0,Allowed,1000,0,0,0,0,0,0,0,0,48.55,43.65,0.44,17.74,17.51,9.65,99.87,0,19.37,29.05,51.44,1.5,0.13
Motilal Oswal Nifty 500 Momentum 50 Index Fund,Index Fund,NIFTY 500,BSE 500 ,,,Growth,402.13,0.3,0,1,Allowed,500,500,0,0,0,0,0,0,0,57.77,43.65,0.15,26.42,17.51,10.04,100.38,0,63.17,32.75,4.46,26.47,-0.38
Bandhan Nifty 500 Momentum 50 Index Fund,Index Fund,NIFTY 500,BSE 500 ,,,Growth,11.89,0,0,0.25,Allowed,1000,0,0,0,0,0,0,0,0,57.74,43.65,0.16,21.68,17.51,2.58,94.28,0,59.26,30.83,4.19,27.05,5.72
Bandhan Nifty 500 Value 50 Index Fund,Index Fund,NIFTY 500,BSE 500 ,,,Growth,6.69,0,0,0.25,Allowed,1000,0,0,0,0,0,0,0,0,19.83,43.65,0.26,20.33,17.51,2.72,99.06,0,64.15,19.59,15.32,25.02,0.94
HSBC India Export Opportunities Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,1780.46,0.64,0,1,Allowed,5000,0,0,0,0,0,0,0,0,52.03,50.09,7.14,10.27,16.15,4.2,65.88,0,31.49,11.96,22.43,43.63,34.12
Bandhan Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,1652.1,0.32,0,0.5,Allowed,1000,0,0,0,0,0,0,0,0,38.4,50.09,8.32,10.26,16.15,4.37,58.86,0,30.57,14.08,14.21,49.52,41.14
Motilal Oswal Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,1135.85,0.58,0,1,Allowed,500,0,0,0,0,0,0,0,0,96.32,50.09,15.67,23.08,16.15,6.35,89.98,0,34.9,29.4,25.68,41.25,3.65
Bank of India Business Cycle Fund,Thematic Fund,NIFTY 500,BSE 500 ,,,Growth,606.82,1.03,0,1,Not allowed,5000,0,0,0,0,0,0,0,0,52.6,50.09,7.69,8.46,16.15,3.15,80.89,0,44.14,10.26,26.49,54.45,34.12
ICICI Pru Dividend Yield Equity Fund,Dividend Yield Fund,NIFTY 500,BSE 500 ,,,Growth,5065.85,0.57,0,1,Allowed,5000,5000,-0.02,10.83,44.3,32.55,25.02,27.77,16.35,31.12,34.5,3.97,13.9,14.98,44.82,94.69,1.17,78.17,7.61,8.91,36.1,2.9
SBI Retirement Benefit Fund-Aggressive Plan,Flexi Cap Fund,NIFTY 500,BSE 500 ,,,Growth,2714.93,0.81,5,0,Allowed,5000,1000,-0.02,11.04,26.54,21.06,16.68,0,0,0,49.49,4.7,12.41,12.34,13.8,0,0,60.91,18.76,17.62,29.69,1.39
